0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,hand
0.5,0.5,-3.956253351589112e-07,0.531299889087677,0.4249369204044342,0.0006852857186459005,0.5461255311965942,0.35641056299209595,-0.00040711998008191586,0.550679624080658,0.2961457669734955,-0.00783192552626133,0.5344923734664917,0.25389641523361206,-0.013155104592442513,0.5022192597389221,0.2918628752231598,0.019154809415340424,0.5045368075370789,0.22805631160736084,-0.0020517746452242136,0.5146231055259705,0.2774669826030731,-0.01684892550110817,0.5151336193084717,0.323138564825058,-0.021930882707238197,0.4824696183204651,0.2992899417877197,0.01024535857141018,0.4918152689933777,0.24168464541435242,-0.011345413513481617,0.5022940635681152,0.3059167265892029,-0.02049255184829235,0.5010426640510559,0.34960153698921204,-0.02108912356197834,0.4599507451057434,0.311875581741333,-0.002466392470523715,0.4731040596961975,0.25151005387306213,-0.024156058207154274,0.48575150966644287,0.3130188584327698,-0.02193564362823963,0.48567694425582886,0.3594047427177429,-0.013170373626053333,0.4356260895729065,0.3328355550765991,-0.015540330670773983,0.4437441825866699,0.2628227472305298,-0.026811804622411728,0.4610983729362488,0.27651986479759216,-0.02049567736685276,0.47104328870773315,0.29796287417411804,-0.011269297450780869,1_29_100_choki
0.5,0.5,-2.1388403581568127e-07,0.5313056707382202,0.494551420211792,-0.01225555781275034,0.5564069151878357,0.4498099088668823,-0.015878794714808464,0.5554739236831665,0.39668574929237366,-0.01882544346153736,0.5405526757240295,0.3639097809791565,-0.019948918372392654,0.5360779762268066,0.4092862606048584,-0.005906290374696255,0.5435875654220581,0.367879182100296,-0.01884745992720127,0.5448004603385925,0.4061126708984375,-0.02230539731681347,0.5386756658554077,0.4360334575176239,-0.021443508565425873,0.5174132585525513,0.40229931473731995,-0.004427140112966299,0.527277410030365,0.3721294403076172,-0.019684918224811554,0.528442919254303,0.4212418794631958,-0.02320750243961811,0.5198987126350403,0.4476641118526459,-0.021303705871105194,0.4991132616996765,0.39909258484840393,-0.005444985814392567,0.5105283260345459,0.372754842042923,-0.02351933903992176,0.5132819414138794,0.4258839190006256,-0.022953707724809647,0.5057328939437866,0.4539112150669098,-0.017210770398378372,0.47918474674224854,0.39995497465133667,-0.006783561781048775,0.49266964197158813,0.38031840324401855,-0.01867884397506714,0.49641311168670654,0.4191194176673889,-0.017496921122074127,0.4905133843421936,0.4446513056755066,-0.013160739094018936,1_29_100_choki
0.5,0.5,-1.7700416776733618e-07,0.5349768996238708,0.4819984436035156,-0.010234659537672997,0.5581545829772949,0.4293058514595032,-0.012103776447474957,0.5632179379463196,0.3725771903991699,-0.014463786035776138,0.5491487383842468,0.33749717473983765,-0.015302441082894802,0.5367608070373535,0.3866501748561859,0.002051573246717453,0.5446123480796814,0.3439231216907501,-0.010300593450665474,0.5487735867500305,0.37869879603385925,-0.01661829650402069,0.5428597927093506,0.40786120295524597,-0.017944615334272385,0.5199735164642334,0.38397595286369324,0.002992823487147689,0.5292816162109375,0.3481936752796173,-0.010869698598980904,0.5333579182624817,0.39298635721206665,-0.016275787726044655,0.5241860747337341,0.4218466281890869,-0.01602383330464363,0.5012653470039368,0.3853452801704407,0.001165259862318635,0.5127566456794739,0.3520108163356781,-0.015839185565710068,0.5173843502998352,0.4015469551086426,-0.016565216705203056,0.508402407169342,0.4326140284538269,-0.011760452762246132,0.47945988178253174,0.39051392674446106,-0.0010120572987943888,0.494759738445282,0.3618704378604889,-0.012028563767671585,0.5003378391265869,0.39456239342689514,-0.010987261310219765,0.4935426115989685,0.4210743308067322,-0.006905192509293556,1_29_100_choki
0.5,0.5,-3.035826523500873e-07,0.5287104249000549,0.42802077531814575,-0.0009960837196558714,0.5414645671844482,0.3596736788749695,-4.410989276948385e-05,0.5389190316200256,0.3021776080131531,-0.0035793723072856665,0.5212591886520386,0.27611878514289856,-0.006393694784492254,0.5121403336524963,0.3178509473800659,0.01618003472685814,0.5118892788887024,0.2565343976020813,0.002160310046747327,0.5200579762458801,0.2812499403953552,-0.008929699659347534,0.523078441619873,0.311431348323822,-0.013926451094448566,0.49255532026290894,0.3284277319908142,0.00984219741076231,0.49654412269592285,0.2752682864665985,-0.005335200112313032,0.5035095810890198,0.31889259815216064,-0.013754134066402912,0.5029894709587097,0.35700398683547974,-0.01543690450489521,0.4733729958534241,0.34520238637924194,0.000640805228613317,0.4806971549987793,0.29629647731781006,-0.015557372011244297,0.49029994010925293,0.34237611293792725,-0.015467226505279541,0.49091917276382446,0.3798028230667114,-0.010453025810420513,0.4537671208381653,0.3702216148376465,-0.008913411758840084,0.4617964029312134,0.3226422667503357,-0.017728233709931374,0.47420990467071533,0.3511068820953369,-0.01272602379322052,0.47912681102752686,0.3808586001396179,-0.005934866610914469,1_29_100_choki
0.5,0.5,3.1919230991661607e-07,0.5017460286617279,0.4343110918998718,-0.015000908635556698,0.4759173095226288,0.36393874883651733,-0.01788966730237007,0.44443702697753906,0.3268081545829773,-0.020781341940164566,0.4135615825653076,0.31987959146499634,-0.02305440418422222,0.4407156705856323,0.3434348702430725,-0.0019359957659617066,0.4231318533420563,0.28402048349380493,-0.011384408921003342,0.4085386395454407,0.24731749296188354,-0.017238279804587364,0.39715811610221863,0.21889543533325195,-0.02041490748524666,0.42148464918136597,0.3797599673271179,-0.0039636981673538685,0.3787676990032196,0.33414363861083984,-0.017058316618204117,0.36037516593933105,0.30374234914779663,-0.023343542590737343,0.3466460108757019,0.28121429681777954,-0.024706372991204262,0.4128348231315613,0.42986398935317993,-0.008709535002708435,0.39263805747032166,0.38236409425735474,-0.03568030893802643,0.42711082100868225,0.3889186978340149,-0.03824973478913307,0.44891002774238586,0.4066619873046875,-0.031204117462038994,0.41096410155296326,0.486710786819458,-0.013761279173195362,0.3948836326599121,0.43974268436431885,-0.037274282425642014,0.4224558472633362,0.43629884719848633,-0.03588906675577164,0.44288700819015503,0.4484628438949585,-0.02883026748895645,1_29_100_choki
0.5,0.5,3.4971083096024813e-07,0.49683713912963867,0.43292808532714844,-0.023045821115374565,0.46733081340789795,0.37688004970550537,-0.030161352828145027,0.4279826581478119,0.37118422985076904,-0.0352759063243866,0.3947799503803253,0.379879355430603,-0.038933634757995605,0.43198952078819275,0.33530962467193604,-0.010772975161671638,0.40591925382614136,0.27364838123321533,-0.022928202524781227,0.3867029547691345,0.23820751905441284,-0.03101162798702717,0.37126240134239197,0.2092326283454895,-0.035326335579156876,0.41307252645492554,0.38024550676345825,-0.009412611834704876,0.36373502016067505,0.33998560905456543,-0.023676086217164993,0.3355311453342438,0.3133881092071533,-0.03222671523690224,0.31290826201438904,0.29366105794906616,-0.03457852452993393,0.408103883266449,0.4338817000389099,-0.010878126136958599,0.3869272470474243,0.4136057496070862,-0.039854370057582855,0.4228765070438385,0.42230093479156494,-0.04466727375984192,0.44461140036582947,0.4347120523452759,-0.037593379616737366,0.41157376766204834,0.4905455708503723,-0.013139297254383564,0.39216822385787964,0.4614682197570801,-0.03772609680891037,0.4203200042247772,0.4623410701751709,-0.03603952005505562,0.44056615233421326,0.47010338306427,-0.02764059230685234,1_29_100_choki
0.5,0.5,3.598680962113576e-07,0.49523404240608215,0.4341992139816284,-0.022139254957437515,0.4660164415836334,0.37970203161239624,-0.02965771034359932,0.4283025562763214,0.3758160471916199,-0.0360952764749527,0.3956443667411804,0.393974244594574,-0.04112991690635681,0.4256850779056549,0.3300812840461731,-0.008606914430856705,0.3966960310935974,0.2686743140220642,-0.02112121321260929,0.3752369284629822,0.2336794137954712,-0.029507312923669815,0.3576226234436035,0.20450109243392944,-0.033976029604673386,0.4075988531112671,0.3767479658126831,-0.008907144889235497,0.35625001788139343,0.34050941467285156,-0.025080641731619835,0.32467976212501526,0.31629157066345215,-0.03530408442020416,0.29911500215530396,0.29838937520980835,-0.038376789540052414,0.40424853563308716,0.43195950984954834,-0.011942987330257893,0.38400888442993164,0.41629087924957275,-0.043418027460575104,0.42035380005836487,0.42576098442077637,-0.04912335425615311,0.4424218237400055,0.439153254032135,-0.04173273220658302,0.40974634885787964,0.48926711082458496,-0.01572270318865776,0.38930436968803406,0.4629126191139221,-0.04143226519227028,0.4180295467376709,0.46208125352859497,-0.03948015347123146,0.4396207928657532,0.4691312313079834,-0.03037506714463234,1_29_100_choki
0.5,0.5,-3.0455424848696566e-07,0.5272622108459473,0.4286539554595947,0.003960102330893278,0.537955105304718,0.3667409420013428,0.007344272453337908,0.5372215509414673,0.3076828718185425,0.0051242150366306305,0.5212411284446716,0.2749800980091095,0.0035146307200193405,0.5111662149429321,0.32604387402534485,0.027669992297887802,0.513304591178894,0.2692487835884094,0.01671157032251358,0.5192117691040039,0.2929941713809967,0.006462109740823507,0.5183299779891968,0.3233056962490082,0.0016448276583105326,0.49382591247558594,0.330016553401947,0.020049424842000008,0.5008814334869385,0.27811339497566223,0.008447429165244102,0.5070362091064453,0.31911733746528625,-0.0009634167072363198,0.5021838545799255,0.3544366955757141,-0.004073054064065218,0.47530966997146606,0.3401549756526947,0.00957399234175682,0.4853666424751282,0.2911285161972046,-0.005214337725192308,0.4938693046569824,0.33776241540908813,-0.007732597179710865,0.48976606130599976,0.3750520944595337,-0.00469998037442565,0.45527946949005127,0.35945823788642883,-0.0006425987812690437,0.4658501148223877,0.31114619970321655,-0.008772430010139942,0.4782179594039917,0.33956632018089294,-0.0051658060401678085,0.4796532988548279,0.37091314792633057,0.0003735297068487853,1_29_100_choki
0.5,0.5,2.94721928639774e-07,0.5071560740470886,0.4309322237968445,-0.010749354027211666,0.4973340630531311,0.3573063611984253,-0.015164388343691826,0.48004692792892456,0.3113677501678467,-0.021006982773542404,0.45671629905700684,0.2857769727706909,-0.02547539956867695,0.45521384477615356,0.3213909864425659,-0.0013249069452285767,0.43876516819000244,0.2507317066192627,-0.016954708844423294,0.4425767660140991,0.20779410004615784,-0.026819298043847084,0.45288169384002686,0.18272337317466736,-0.030233927071094513,0.43806034326553345,0.3457614779472351,-0.005317522678524256,0.40622907876968384,0.26532602310180664,-0.01961510069668293,0.4120503067970276,0.22861188650131226,-0.025409407913684845,0.4225280284881592,0.20841941237449646,-0.02572021260857582,0.4240404963493347,0.3825143575668335,-0.012362641282379627,0.42891788482666016,0.3248693346977234,-0.03607737645506859,0.4534015655517578,0.3567478060722351,-0.03639023378491402,0.46422791481018066,0.3904235363006592,-0.028539635241031647,0.4145551919937134,0.42585259675979614,-0.019977198913693428,0.42031973600387573,0.37032389640808105,-0.03681961074471474,0.4436624050140381,0.38581734895706177,-0.03256963565945625,0.45408159494400024,0.4109857678413391,-0.024362880736589432,1_29_100_choki
0.5,0.5,4.49842730176897e-07,0.5049028992652893,0.442487895488739,-0.01892535760998726,0.48765403032302856,0.37155765295028687,-0.026965737342834473,0.45920491218566895,0.33882319927215576,-0.03371872380375862,0.4303553104400635,0.3413761258125305,-0.038849085569381714,0.44398874044418335,0.3463292717933655,-0.012503058649599552,0.4257711172103882,0.2714724540710449,-0.026287246495485306,0.41545432806015015,0.22465145587921143,-0.03389637544751167,0.4083670377731323,0.18522408604621887,-0.037111636251211166,0.4244149327278137,0.3782538175582886,-0.012861191295087337,0.3800809979438782,0.32001781463623047,-0.029295451939105988,0.3650820851325989,0.2783382534980774,-0.0363599918782711,0.35394954681396484,0.24306035041809082,-0.037387192249298096,0.41513967514038086,0.4235838055610657,-0.015424540266394615,0.4099441170692444,0.3702567219734192,-0.04219717159867287,0.44116485118865967,0.38778066635131836,-0.04249042645096779,0.45805710554122925,0.41391152143478394,-0.033590614795684814,0.4133874773979187,0.4735095500946045,-0.018789095804095268,0.41132569313049316,0.4205157160758972,-0.03938287869095802,0.43832826614379883,0.4256613254547119,-0.03473374620079994,0.45322316884994507,0.44621825218200684,-0.025229500606656075,1_29_100_choki
